-10.000000,-6.000000,27.999999
-10.000000,6.000000,25.999999
-8.000000,4.000000,23.999999
-8.000000,4.000000,29.999998
-6.000000,-6.000000,23.999999
-6.000000,-2.000000,23.999999
-6.000000,0.000000,13.999999
-6.000000,2.000000,25.999999
-6.000000,8.000000,27.999999
-6.000000,10.000000,27.999999
-4.000000,-10.000000,12.000000
-4.000000,-4.000000,27.999999
-4.000000,0.000000,13.999999
-4.000000,0.000000,25.999999
-4.000000,6.000000,18.000000
-2.000000,0.000000,25.999999
-2.000000,2.000000,12.000000
-2.000000,10.000000,10.000000
0.000000,-8.000000,13.999999
0.000000,-8.000000,16.000000
0.000000,-6.000000,20.000000
0.000000,-4.000000,20.000000
0.000000,-4.000000,25.999999
0.000000,-2.000000,21.999999
0.000000,6.000000,29.999998
0.000000,8.000000,12.000000
0.000000,8.000000,25.999999
2.000000,-8.000000,18.000000
2.000000,2.000000,10.000000
2.000000,4.000000,21.999999
2.000000,4.000000,29.999998
2.000000,6.000000,21.999999
2.000000,6.000000,25.999999
2.000000,8.000000,29.999998
4.000000,-6.000000,16.000000
4.000000,-4.000000,16.000000
4.000000,-4.000000,21.999999
4.000000,2.000000,23.999999
4.000000,10.000000,25.999999
6.000000,-10.000000,27.999999
6.000000,-4.000000,16.000000
6.000000,-4.000000,29.999998
6.000000,4.000000,13.999999
6.000000,4.000000,25.999999
6.000000,6.000000,12.000000
6.000000,6.000000,20.000000
6.000000,10.000000,27.999999
8.000000,-8.000000,13.999999
8.000000,-6.000000,29.999998
8.000000,2.000000,13.999999
8.000000,8.000000,13.999999
10.000000,-8.000000,29.999998
10.000000,2.000000,13.999999
10.000000,4.000000,27.999999
10.000000,6.000000,27.999999
